timestamp,progname,input_size,party_id,num_parties,frontend_wall_sec, setup_wall_sec,online_wall_sec,process_cpu_sec,user_cpu_sec,sys_cpu_sec,mb_sent_party,mb_sent_global,rounds,compile_threads
1777269279,linear_test,128,1,2,0.164333,0.009752,0.015594,0.011344,0.023327,0.015691,0.395520,0.659968,178,1
1777269279,linear_test,128,0,2,0.164333,0.009784,0.015549,0.008857,0.019558,0.012934,0.264448,0.659968,178,1
1777269280,linear_test,128,1,2,0.094391,0.007218,0.008677,0.010620,0.016457,0.010619,0.395648,0.660224,183,2
1777269280,linear_test,128,0,2,0.094391,0.007096,0.008824,0.008706,0.014573,0.010658,0.264576,0.660224,183,2
1778722950,linear_test,128,1,2,0.160375,0.009367,0.013399,0.010306,0.019680,0.011278,0.395520,0.659968,178,1
1778722950,linear_test,128,0,2,0.160375,0.008929,0.013210,0.007883,0.019461,0.013727,0.264448,0.659968,178,1
1778722951,linear_test,128,1,2,0.107085,0.006955,0.009374,0.010115,0.016435,0.010023,0.395648,0.660224,183,2
1778722951,linear_test,128,0,2,0.107085,0.006967,0.009378,0.008437,0.014880,0.010686,0.264576,0.660224,183,2
1778726653,biometric_test,256,0,2,0.573110,0.042897,0.102623,0.068513,0.071797,0.047442,4.147196,9.338872,872,1
1778726653,biometric_test,256,1,2,0.573110,0.042812,0.102696,0.079647,0.083130,0.047051,5.191676,9.338872,872,1
1778726654,biometric_test,256,1,2,0.545698,0.041288,0.075885,0.078925,0.083318,0.044858,5.191812,9.339144,877,2
1778726654,biometric_test,256,0,2,0.545698,0.041315,0.075870,0.069749,0.074056,0.045705,4.147332,9.339144,877,2
