timestamp,progname,input_size,party_id,num_parties,frontend_wall_sec, setup_wall_sec,online_wall_sec,process_cpu_sec,user_cpu_sec,sys_cpu_sec,mb_sent_party,mb_sent_global,rounds,compile_threads
1765000799,linear_test,8192,0,3,1.082280,0.214185,23.769365,25.202407,21.174232,4.253137,2147.772416,5369.313280,234706,4
1765000799,linear_test,8192,2,3,1.082280,0.214205,23.769087,23.922094,20.636666,3.508913,1073.833984,5369.313280,218320,4
1765000799,linear_test,8192,1,3,1.082280,0.214188,23.769309,32.881363,29.634292,3.473881,2147.706880,5369.313280,218320,4
1765000827,linear_test,8192,1,4,1.082280,0.252362,26.957385,36.167331,31.430647,5.000710,2684.656640,8054.009856,285447,4
1765000827,linear_test,8192,2,4,1.082280,0.252613,26.957092,26.821941,21.952556,5.123548,1073.847296,8054.009856,285447,4
1765000827,linear_test,8192,3,4,1.082280,0.252660,26.956914,26.732086,21.920949,5.065470,1073.847296,8054.009856,285447,4
1765000827,linear_test,8192,0,4,1.082280,0.251946,26.957811,28.887360,23.081915,6.062376,3221.658624,8054.009856,318219,4
1765000862,linear_test,8192,0,5,1.082280,0.443605,32.892171,32.136419,24.306887,8.158406,4295.544832,10738.733056,401732,4
1765000862,linear_test,8192,1,5,1.082280,0.444799,32.890924,38.450219,31.855813,6.921298,3221.606400,10738.733056,352574,4
1765000862,linear_test,8192,3,5,1.082280,0.445623,32.890041,29.183683,22.408617,7.099596,1073.860608,10738.733056,352574,4
1765000862,linear_test,8192,2,5,1.082280,0.445163,32.890402,29.202770,22.476285,7.051402,1073.860608,10738.733056,352574,4
1765000862,linear_test,8192,4,5,1.082280,0.445643,32.890086,29.144154,22.466023,7.003049,1073.860608,10738.733056,352574,4
1765000903,linear_test,8192,3,6,1.082280,0.688650,39.317585,31.342391,22.822962,8.930996,1073.873920,13423.482880,419701,4
1765000903,linear_test,8192,5,6,1.082280,0.689025,39.317306,31.155425,22.876467,8.708949,1073.873920,13423.482880,419701,4
1765000903,linear_test,8192,1,6,1.082280,0.688155,39.318321,40.430672,32.257015,8.595757,3758.556160,13423.482880,419701,4
1765000903,linear_test,8192,4,6,1.082280,0.688889,39.317496,31.552518,23.136982,8.829677,1073.873920,13423.482880,419701,4
1765000903,linear_test,8192,0,6,1.082280,0.687593,39.318921,34.884346,25.172454,10.164854,5369.431040,13423.482880,485245,4
1765000903,linear_test,8192,2,6,1.082280,0.687801,39.319381,31.370314,22.810511,8.974629,1073.873920,13423.482880,419701,4
1765000922,linear_test,8192,0,2,1.079478,0.173266,16.712701,26.040880,22.624959,3.601177,1073.886336,2684.643584,151197,8
1765000922,linear_test,8192,1,2,1.079478,0.173271,16.712686,34.652529,31.351752,3.484729,1610.757248,2684.643584,151197,8
1765000947,linear_test,8192,1,3,1.079478,0.215037,23.189216,36.314189,31.516998,5.023930,2147.707136,5369.314048,218324,8
1765000947,linear_test,8192,2,3,1.079478,0.215083,23.189015,27.292089,22.512242,5.007288,1073.834240,5369.314048,218324,8
1765000947,linear_test,8192,0,3,1.079478,0.214782,23.189517,28.570496,23.696242,5.102721,2147.772672,5369.314048,234710,8
1765000975,linear_test,8192,1,4,1.079478,0.267229,27.253507,39.240598,32.843835,6.659704,2684.657024,8054.011392,285451,8
1765000975,linear_test,8192,0,4,1.079478,0.266684,27.254107,32.250717,25.217674,7.297827,3221.659008,8054.011392,318223,8
1765000975,linear_test,8192,3,4,1.079478,0.267618,27.253047,30.063670,23.488466,6.836023,1073.847680,8054.011392,285451,8
1765000975,linear_test,8192,2,4,1.079478,0.267389,27.253151,29.846969,23.251372,6.857360,1073.847680,8054.011392,285451,8
1765001010,linear_test,8192,1,5,1.079478,0.420711,33.294181,41.461286,33.060162,8.728284,3221.606912,10738.735616,352578,8
1765001010,linear_test,8192,2,5,1.079478,0.421315,33.293305,32.335530,23.628195,9.032454,1073.861120,10738.735616,352578,8
1765001010,linear_test,8192,0,5,1.079478,0.419693,33.295174,35.967033,26.239549,10.056390,4295.545344,10738.735616,401736,8
